Indicator,Groups,State,Subgroup,Phase,TimePeriod,TimePeriodLabel,TimePeriodStartDate,TimePeriodEndDate,Value,LowCI,HighCI,ConfidenceInterval,QuartileRange
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,44.5,40.9,48.2,44.55,44.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,39.2,34,44.6,39.3,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,35.7,31.6,40,35.8,36.55
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,34.4,30,39,34.5,31.35
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,28,20.9,36,28.45,31.35
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,43.6,40,47.3,43.65,44.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,43.6,38.1,49.3,43.7,44.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,36.7,31.5,42.1,36.8,36.55
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,37.3,33.6,41.1,37.35,36.55
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,34,29.3,38.9,34.1,31.35
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,40.7,36.9,44.6,40.75,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,28.9,25,33,29.0,31.35
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,35.2,30,40.7,35.35,36.55
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,42.2,38,46.5,42.25,44.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,45.4,40.7,50.2,45.45,44.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,33,27.9,38.5,33.2,31.35
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,33.6,30.2,37.1,33.65,31.35
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,38.2,33.5,43,38.25,36.55
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,35.6,31.8,39.5,35.65,36.55
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,31.5,27.5,35.8,31.65,31.35
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,46.5,40.7,52.5,46.6,44.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,38.7,34.2,43.4,38.8,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,40.2,35.5,45,40.25,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,34.1,29.6,38.9,34.25,31.35
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,46.4,41.3,51.5,46.4,44.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,35.1,29.9,40.6,35.25,36.55
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,42,38.3,45.8,42.05,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,41.7,36.6,47,41.8,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,38.3,33.4,43.5,38.45,36.55
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,38.3,33.2,43.7,38.45,36.55
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,33.3,27.5,39.5,33.5,31.35
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,34.8,30.4,39.4,34.9,36.55
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,44.7,40.6,48.8,44.7,44.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,43.9,39.9,48,43.95,44.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,40.3,35.2,45.5,40.35,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,42,35.4,48.7,42.05,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,34.3,28.3,40.7,34.5,31.35
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,34.7,28.7,41.1,34.9,31.35
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,41.9,37,46.9,41.95,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,45.9,41.9,49.9,45.9,44.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,34.3,30.6,38,34.3,31.35
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,35.4,28.7,42.5,35.6,36.55
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,35.2,31,39.5,35.25,36.55
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,40.5,36.4,44.6,40.5,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,40.9,35.9,46.1,41.0,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,36.6,32,41.3,36.65,36.55
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,1,11,July 9 - July 14,2020-07-09T00:00:00,2020-07-14T00:00:00,33,28.2,38,33.1,31.35
Symptoms of Depressive Disorder,National Estimate,United States,United States,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,29.6,28.8,30.5,29.65,27.85
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,41.7,39.5,43.9,41.7,27.85
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,32.8,31,34.6,32.8,27.85
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,31,29.5,32.6,31.05,27.85
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,28.4,26.8,30.2,28.5,27.85
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,23.6,21.8,25.5,23.65,27.85
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,16.9,15.1,18.8,16.95,27.85
Symptoms of Depressive Disorder,By Age,United States,80 years and above,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,12.6,9.7,15.9,12.8,27.85
Symptoms of Depressive Disorder,By Sex,United States,Male,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,27.8,26.6,29,27.8,27.85
Symptoms of Depressive Disorder,By Sex,United States,Female,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,31.3,30.2,32.4,31.299999999999997,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,34.2,31.8,36.7,34.25,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,27.7,26.8,28.6,27.700000000000003,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,32.1,29.7,34.6,32.15,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,30.5,26.9,34.2,30.55,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,33,29,37.2,33.1,27.85
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,38.4,34.1,42.8,38.45,27.85
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,31.4,29.6,33.2,31.400000000000002,27.85
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,33,31.6,34.4,33.0,27.85
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,22.2,21.2,23.3,22.25,27.85
Symptoms of Depressive Disorder,By State,Alabama,Alabama,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,32.7,27.7,38,32.85,35.45
Symptoms of Depressive Disorder,By State,Alaska,Alaska,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,27.4,22.9,32.2,27.55,27.65
Symptoms of Depressive Disorder,By State,Arizona,Arizona,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,34.3,29.9,38.9,34.4,35.45
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,33.7,29.8,37.8,33.8,35.45
Symptoms of Depressive Disorder,By State,California,California,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,31.2,28.2,34.3,31.25,30.8
Symptoms of Depressive Disorder,By State,Colorado,Colorado,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,29.1,24.3,34.4,29.35,27.65
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,25.9,21.9,30.3,26.1,23.2
Symptoms of Depressive Disorder,By State,Delaware,Delaware,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,26.5,21.2,32.3,26.75,27.65
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,23.8,17.7,30.8,24.25,23.2
Symptoms of Depressive Disorder,By State,Florida,Florida,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,30.7,27.1,34.4,30.75,30.8
Symptoms of Depressive Disorder,By State,Georgia,Georgia,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,29.7,25.3,34.4,29.85,30.8
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,29.3,24.8,34.1,29.450000000000003,27.65
Symptoms of Depressive Disorder,By State,Idaho,Idaho,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,34.2,29.8,38.9,34.35,35.45
Symptoms of Depressive Disorder,By State,Illinois,Illinois,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,29.5,25.6,33.7,29.650000000000002,30.8
Symptoms of Depressive Disorder,By State,Indiana,Indiana,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,32,28.2,36.1,32.15,30.8
Symptoms of Depressive Disorder,By State,Iowa,Iowa,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,25.3,20.4,30.7,25.549999999999997,23.2
Symptoms of Depressive Disorder,By State,Kansas,Kansas,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,30.5,26.6,34.5,30.55,30.8
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,30.6,25.9,35.6,30.75,30.8
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,31.7,26.7,37.1,31.9,30.8
Symptoms of Depressive Disorder,By State,Maine,Maine,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,25.3,20.6,30.4,25.5,23.2
Symptoms of Depressive Disorder,By State,Maryland,Maryland,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,29.5,25.6,33.7,29.650000000000002,30.8
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,23.7,19.8,28,23.9,23.2
Symptoms of Depressive Disorder,By State,Michigan,Michigan,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,28.6,24.9,32.5,28.7,27.65
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,24.2,20.8,27.9,24.35,23.2
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,36.5,30.4,42.9,36.65,35.45
Symptoms of Depressive Disorder,By State,Missouri,Missouri,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,24.8,21.1,28.9,25.0,23.2
Symptoms of Depressive Disorder,By State,Montana,Montana,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,28.4,22.8,34.5,28.65,27.65
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,25.2,20.8,30,25.4,23.2
Symptoms of Depressive Disorder,By State,Nevada,Nevada,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,38.6,34,43.3,38.65,35.45
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,28.8,23.6,34.3,28.95,27.65
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,26.8,22,32,27.0,27.65
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,37.6,32.5,43,37.75,35.45
Symptoms of Depressive Disorder,By State,New York,New York,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,29.3,25.1,33.8,29.45,27.65
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,30.5,26.2,35.1,30.65,30.8
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,26.8,19.4,35.2,27.3,27.65
Symptoms of Depressive Disorder,By State,Ohio,Ohio,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,24.9,21,29,25.0,23.2
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,33.5,28.3,39,33.65,35.45
Symptoms of Depressive Disorder,By State,Oregon,Oregon,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,36.4,31.3,41.8,36.55,35.45
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,20.5,17.7,23.6,20.65,23.2
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,25.9,21.1,31.3,26.200000000000003,23.2
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,32.3,26.6,38.4,32.5,35.45
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,27.6,22.4,33.4,27.9,27.65
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,33.7,28.4,39.3,33.849999999999994,35.45
Symptoms of Depressive Disorder,By State,Texas,Texas,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,32.4,29,35.9,32.45,35.45
Symptoms of Depressive Disorder,By State,Utah,Utah,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,28.5,24.8,32.5,28.65,27.65
Symptoms of Depressive Disorder,By State,Vermont,Vermont,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,21.4,16.7,26.8,21.75,23.2
Symptoms of Depressive Disorder,By State,Virginia,Virginia,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,27,23.4,30.9,27.15,27.65
Symptoms of Depressive Disorder,By State,Washington,Washington,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,32.2,27.8,36.9,32.35,30.8
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,28,22.8,33.7,28.25,27.65
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,23.9,20.1,28,24.05,23.2
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,31.6,24.4,39.5,31.95,30.8
Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,36.1,35.2,36.9,36.05,27.85
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,46.6,44.3,48.8,46.55,27.85
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,42.8,40.9,44.8,42.849999999999994,27.85
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,39.9,37.8,42,39.9,27.85
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,36.1,34,38.1,36.05,27.85
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,27.3,25.5,29.2,27.35,27.85
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,19.5,17.4,21.7,19.549999999999997,27.85
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,13.4,10.6,16.7,13.649999999999999,27.85
Symptoms of Anxiety Disorder,By Sex,United States,Male,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,32.1,30.8,33.5,32.15,27.85
Symptoms of Anxiety Disorder,By Sex,United States,Female,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,39.8,38.8,40.7,39.75,27.85
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,41.9,39.4,44.4,41.9,27.85
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,34.2,33.4,35.1,34.25,27.85
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,35.8,33.4,38.3,35.849999999999994,27.85
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,35,31,39.2,35.1,27.85
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,43.8,39.8,47.9,43.849999999999994,27.85
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,42,38.4,45.6,42.0,27.85
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,36.4,34.5,38.3,36.4,27.85
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,38.1,36.9,39.2,38.05,27.85
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,32.2,31.1,33.2,32.150000000000006,27.85
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,39.9,35.2,44.7,39.95,41.95
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,33.8,29,38.8,33.9,33.9
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,41.3,36.9,45.9,41.4,41.95
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,36.8,32.4,41.4,36.9,37.0
Symptoms of Anxiety Disorder,By State,California,California,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,38.9,35.7,42.2,38.95,41.95
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,38,33.4,42.8,38.099999999999994,37.0
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,30.4,25.6,35.6,30.6,29.85
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,29,23.8,34.7,29.25,29.85
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,33.9,27,41.3,34.15,33.9
Symptoms of Anxiety Disorder,By State,Florida,Florida,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,35.1,32,38.2,35.1,33.9
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,35.5,30.7,40.6,35.65,33.9
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,37.2,31.9,42.7,37.3,37.0
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,37.3,32.7,42,37.35,37.0
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,1,12,July 16 - July 21,2020-07-16T00:00:00,2020-07-21T00:00:00,38,34,42.1,38.05,37.0
