weekending,providername,providercity,residentstotaladmissionscovid-19,residentstotalconfirmedcovid-19,residentstotalsuspectedcovid-19,residentsweeklyalldeaths,residentstotalalldeaths,residentstotalcovid-19deaths,numberofallbeds,totalnumberofoccupiedbeds,staffweeklyconfirmedcovid-19,stafftotalconfirmedcovid-19,staffweeklysuspectedcovid-19,stafftotalsuspectedcovid-19,stafftotalcovid-19deaths,shortageofnursingstaff,shortageofclinicalstaff,shortageofaides,shortageofotherstaff,anycurrentsupplyofn95masks,one-weeksupplyofn95masks,anycurrentsupplyofsurgicalmasks,one-weeksupplyofsurgicalmasks,anycurrentsupplyofeyeprotection,one-weeksupplyofeyeprotection,one-weeksupplyofgowns,anycurrentsupplyofhandsanitizer,threeormoreconfirmedcovid-19casesthisweekorinitialconfirmedcovid-19casethisweek,abletotestorobtainresourcestotestallcurrentresidentswithinnext7days,abletotestorobtainresourcestotestallstaffand/orpersonnelwithinnext7days
2021-03-14T00:00:00,CASSENA CARE AT NEW BRITAIN,NEW BRITAIN,10,74,58,0,19,12,90,0,0,24,0,13,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N
2020-06-28T00:00:00,ARK HEALTHCARE & REHABILITATION AT GOVERNOR’S HO,SIMSBURY,0,8,1,0,4,1,70,45,0,2,0,1,0,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y
2020-12-27T00:00:00,"MYSTIC HEALTHCARE & REHABILITATION CENTER, LLC",MYSTIC,10,42,20,0,37,18,100,74,5,32,0,5,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-31T00:00:00,VILLAGE CREST CENTER FOR HEALTH & REHABILITATION,NEW MILFORD,10,64,24,2,14,13,95,65,0,18,2,7,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-11T00:00:00,LITCHFIELD WOODS HEALTH CARE C,TORRINGTON,11,3,2,1,22,5,160,122,0,2,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-12T00:00:00,PENDLETON HEALTH & REHABILITATION CENTER,MYSTIC,0,0,1,0,11,0,120,95,0,1,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-21T00:00:00,WAVENY CARE CENTER,NEW CANAAN,14,22,1,1,30,16,76,52,1,36,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-29T00:00:00,EVERGREEN HEALTH CARE CENTER,STAFFORD SPRINGS,4,18,6,1,34,4,180,141,0,7,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,WILTON MEADOWS HEALTH CARE CEN,WILTON,8,28,0,0,21,7,93,100,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-07T00:00:00,NORTHBRIDGE HEALTH CARE CENTER,BRIDGEPORT,34,0,0,0,0,0,0,47,0,2,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-04T00:00:00,HARBOR VILLAGE NORTH HEALTH AND REHABILITATION CEN,NEW LONDON,1,10,152,0,11,1,128,117,0,5,2,48,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y
2020-12-20T00:00:00,CURTIS HOME ST ELIZABETH CENTER,MERIDEN,25,17,7,1,9,4,60,54,0,5,0,5,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-29T00:00:00,RIVERSIDE HEALTH & REHABILITAT,EAST HARTFORD,327,164,293,4,105,73,345,271,6,90,0,35,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-31T00:00:00,BICKFORD HEALTH CARE CENTER,WINDSOR LOCKS,0,47,69,0,15,10,48,28,0,28,0,17,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-09T00:00:00,CHESTELM HEALTH CARE,MOODUS,0,1,2,0,1,0,76,71,0,1,0,4,0,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y
2020-05-24T00:00:00,WILTON MEADOWS HEALTH CARE CEN,WILTON,8,28,0,21,21,7,94,94,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,DAVIS PLACE,DANIELSON,0,0,2,0,6,0,190,162,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-23T00:00:00,SHERIDEN WOODS,BRISTOL,21,16,23,0,5,1,146,107,0,11,0,10,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-29T00:00:00,ARDEN HOUSE,HAMDEN,55,125,6,0,88,52,360,183,0,62,0,5,0,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y
2021-02-14T00:00:00,VALERIE MANOR,TORRINGTON,113,113,26,0,67,27,151,121,0,39,0,5,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,VILLAGE CREST CENTER FOR HEALTH & REHABILITATION,NEW MILFORD,11,65,25,0,28,13,95,73,0,25,0,9,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,60 WEST,ROCKY HILL,8,91,0,0,13,13,95,80,0,37,0,25,1,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-07T00:00:00,BEACON BROOK HEALTH CENTER,NAUGATUCK,99,130,27,3,51,12,126,91,1,65,0,9,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-08T00:00:00,TOUCHPOINTS AT FARMINGTON,FARMINGTON,33,101,2,0,16,16,90,90,0,5,0,29,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-03-07T00:00:00,AUTUMN LAKE HEALTHCARE AT BUCKS HILL,WATERBURY,21,72,32,0,34,17,90,78,0,38,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-05T00:00:00,APPLE REHAB CROMWELL,CROMWELL,0,20,11,1,9,7,75,52,0,3,0,2,1,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-18T00:00:00,GOLDEN HILL REHAB PAVILION,MILFORD,28,0,3,0,19,19,120,96,0,18,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-07T00:00:00,ST JOSEPH'S RESIDENCE,ENFIELD,0,0,0,0,0,0,25,25,0,1,3,7,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-24T00:00:00,REGALCARE AT WATERBURY,WATERBURY,2,54,21,23,23,10,120,90,22,22,1,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-10T00:00:00,SEABURY,BLOOMFIELD,11,16,2,0,9,4,72,50,0,20,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-31T00:00:00,DOUGLAS MANOR,WINDHAM,0,0,0,0,12,0,90,78,0,0,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-21T00:00:00,ARK HEALTHCARE & REHABILITATION AT ST. CAMILLUS,STAMFORD,10,51,0,1,24,22,124,75,0,18,0,0,1,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y
2020-07-19T00:00:00,JOHN L. LEVITOW HEALTH CARE CENTER,ROCKY HILL,2,5,0,0,10,2,125,83,0,4,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-03T00:00:00,EVERGREEN HEALTH CARE CENTER,STAFFORD SPRINGS,4,18,6,1,36,4,180,146,1,9,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-19T00:00:00,EDGEHILL HEALTH CENTER,STAMFORD,2,1,0,0,1,0,46,15,0,14,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-05T00:00:00,TOUCHPOINTS AT BLOOMFIELD,BLOOMFIELD,56,101,2,0,15,13,145,112,0,15,0,59,1,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-27T00:00:00,COBALT LODGE HEALTH CARE & REH,COBALT,35,29,1,4,7,6,35,21,3,10,0,1,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-18T00:00:00,ST JOSEPH'S RESIDENCE,ENFIELD,0,0,0,0,0,0,25,25,1,2,0,7,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-24T00:00:00,REGALCARE AT NEW HAVEN,NEW HAVEN,1,52,183,5,5,5,150,145,20,20,2,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-27T00:00:00,NOBLE HORIZONS,SALISBURY,0,0,0,1,8,0,91,75,0,4,0,17,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-25T00:00:00,COUNTRYSIDE MANOR OF BRISTOL,BRISTOL,16,23,4,0,13,9,90,71,0,1,0,4,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-15T00:00:00,APPLE REHAB CROMWELL,CROMWELL,1,20,11,0,20,7,75,64,0,6,0,2,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-21T00:00:00,LAUREL RIDGE HEALTH CARE CENTE,RIDGEFIELD,41,52,12,1,29,13,126,92,0,52,0,6,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,MADISON HOUSE,MADISON,19,53,0,1,36,14,89,60,1,31,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-13T00:00:00,BETHEL HEALTH CARE CENTER,BETHEL,23,61,66,1,45,16,161,114,0,30,0,19,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,THE RESERVOIR,WEST HARTFORD,3,22,1,0,8,3,75,46,0,9,0,3,0,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y
2020-07-26T00:00:00,SOUTHINGTON CARE CENTER,SOUTHINGTON,14,59,10,2,12,9,130,99,0,31,0,8,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,CANDLEWOOD VALLEY HEALTH & REHABILITATION CENTER,NEW MILFORD,0,6,0,0,27,0,148,116,2,17,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-28T00:00:00,COLONIAL HEALTH & REHAB CENTER OF PLAINFIELD LLC,PLAINFIELD,0,0,13,2,19,0,90,79,0,0,0,3,0,N,N,N,N,Y,N,Y,N,Y,Y,N,Y,N,Y,Y
2020-06-28T00:00:00,GLENDALE CENTER,NAUGATUCK,5,39,0,1,17,6,120,83,0,22,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-04T00:00:00,ARK HEALTHCARE & REHABILITATION AT ST. CAMILLUS,STAMFORD,11,52,0,0,27,22,124,75,0,18,0,0,1,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y
2021-02-14T00:00:00,APPLE REHAB CROMWELL,CROMWELL,1,45,11,0,23,8,75,64,0,29,0,2,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-11T00:00:00,REGALCARE AT SOUTHPORT,SOUTHPORT,24,73,3,0,18,11,120,78,0,41,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-29T00:00:00,APPLE REHAB AVON,AVON,4,21,4,0,17,7,60,29,0,13,0,3,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,COBALT LODGE HEALTH CARE & REH,COBALT,35,0,0,0,0,0,35,30,0,0,0,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,NEWINGTON RAPID RECOVERY REHAB CENTER,NEWINGTON,15,25,20,0,12,7,180,121,0,0,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-23T00:00:00,WHITNEY REHABILITATION CARE CENTER,HAMDEN,6,54,27,1,23,21,150,93,0,104,0,28,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-19T00:00:00,WATERBURY GARDENS NURSING AND REHAB,WATERBURY,2,4,2,0,0,9,150,83,0,4,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-28T00:00:00,QUINNIPIAC VALLEY CENTER,WALLINGFORD,31,65,0,1,25,9,180,100,1,22,0,2,0,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y
2020-11-01T00:00:00,AARON MANOR NURSING & REHABILITATION,CHESTER,5,40,0,1,15,12,60,41,0,19,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-14T00:00:00,FAIRVIEW,GROTON,0,0,0,1,6,0,120,99,0,0,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,APPLE REHAB CROMWELL,CROMWELL,1,20,11,2,13,7,75,55,0,3,0,2,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-24T00:00:00,NOBLE HORIZONS,SALISBURY,0,0,0,0,9,0,91,62,0,11,0,17,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-23T00:00:00,EVERGREEN WOODS,NORTH BRANFORD,0,0,1,0,0,0,50,38,0,1,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-31T00:00:00,APPLE REHAB MYSTIC,MYSTIC,3,15,4,2,18,6,60,29,0,17,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-14T00:00:00,GOLDEN HILL REHAB PAVILION,MILFORD,33,20,3,0,26,21,120,84,0,37,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-24T00:00:00,GREENWICH WOODS REHABILITATION,GREENWICH,1,18,2,17,17,0,217,72,2,2,0,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y
2021-03-07T00:00:00,FAIRVIEW,GROTON,2,64,0,1,45,7,120,108,0,28,0,1,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-06T00:00:00,COOK WILLOW CONVALESCENT HOSPI,PLYMOUTH,1,0,3,1,15,0,60,53,1,3,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-23T00:00:00,AUTUMN LAKE HEALTHCARE AT BUCKS HILL,WATERBURY,1,0,0,0,6,0,90,72,0,2,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-31T00:00:00,VANDERMAN PLACE,WILLIMANTIC,0,0,1,2,3,0,114,82,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y
2020-07-26T00:00:00,FAIRVIEW,GROTON,0,0,0,1,8,0,120,101,0,0,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-14T00:00:00,COBALT LODGE HEALTH CARE & REH,COBALT,35,0,0,0,0,0,35,33,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-14T00:00:00,AMBERWOODS OF FARMINGTON,FARMINGTON,0,1,3,0,25,0,130,83,0,17,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-12T00:00:00,CALEB HITCHCOCK HEALTH CARE CE,BLOOMFIELD,0,5,16,0,12,5,60,42,0,5,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-06T00:00:00,MONSIGNOR BOJNOWSKI MANOR,NEW BRITAIN,3,0,0,0,1,0,60,44,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-14T00:00:00,HARRINGTON COURT,COLCHESTER,18,60,5,0,44,15,125,94,0,31,0,5,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-28T00:00:00,LAUREL RIDGE HEALTH CARE CENTE,RIDGEFIELD,4,9,5,0,10,6,126,110,0,5,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,ST JOSEPH'S RESIDENCE,ENFIELD,1,0,0,1,3,0,25,24,0,10,0,7,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-20T00:00:00,WILTON MEADOWS HEALTH CARE CEN,WILTON,8,28,0,0,21,7,93,106,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-05T00:00:00,"TWIN MAPLES HEALTHCARE, INC",DURHAM,0,1,0,0,0,0,44,34,0,2,0,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-28T00:00:00,COUNTRYSIDE MANOR OF BRISTOL,BRISTOL,128,39,6,0,24,19,90,71,0,17,0,8,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-04T00:00:00,PARKVILLE CARE CENTER,HARTFORD,0,72,0,0,10,6,150,113,0,24,0,30,0,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y
2020-07-19T00:00:00,APPLE REHAB CROMWELL,CROMWELL,0,20,11,1,10,7,75,57,0,3,0,2,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-07T00:00:00,WEST HARTFORD HEALTH & REHABILITATION CENTER,WEST HARTFORD,52,59,0,1,67,23,160,114,0,49,0,30,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-14T00:00:00,SILVER SPRINGS CARE CENTER,MERIDEN,0,66,1,0,9,8,155,136,10,22,0,28,0,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-28T00:00:00,LONG RIDGE POST-ACUTE CARE,STAMFORD,37,60,23,1,28,23,120,86,0,21,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,BAYVIEW HEALTH CARE,WATERFORD,13,27,4,1,26,6,127,113,1,27,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,"ELIM PARK BAPTIST HOME, INC",CHESHIRE,1,5,0,0,10,6,90,67,0,9,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-06T00:00:00,NOBLE HORIZONS,SALISBURY,0,0,0,0,6,0,91,67,0,4,0,17,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-27T00:00:00,MILLER MEMORIAL COMMUNITY,MERIDEN,0,2,1,1,15,0,90,65,0,20,0,15,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-28T00:00:00,WEST HARTFORD HEALTH & REHABILITATION CENTER,WEST HARTFORD,33,30,0,0,35,16,160,116,0,37,0,30,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,WESTSIDE CARE CENTER,MANCHESTER,1,83,0,0,36,28,162,115,0,31,0,34,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,ESSEX MEADOWS HEALTH CENTER,ESSEX,0,18,8,0,14,7,45,33,0,11,0,6,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-27T00:00:00,WOODLAKE AT TOLLAND REHABILITATION & NURSING CENTE,TOLLAND,0,0,6,0,6,1,130,111,0,3,0,2,0,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y
2020-11-29T00:00:00,REGALCARE AT NEW HAVEN,NEW HAVEN,9,59,227,0,11,8,150,138,0,30,0,4,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,"SPRINGS AT WATERMARK 3030 PARK, THE",BRIDGEPORT,0,2,0,0,1,1,23,14,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-03-07T00:00:00,VANDERMAN PLACE,WILLIMANTIC,0,7,3,0,19,0,114,68,0,17,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-21T00:00:00,MONSIGNOR BOJNOWSKI MANOR,NEW BRITAIN,0,0,0,0,1,0,46,46,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-07T00:00:00,MATULAITIS NURSING HOME,PUTNAM,0,0,0,0,0,0,119,106,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-07T00:00:00,COLONIAL HEALTH & REHAB CENTER OF PLAINFIELD LLC,PLAINFIELD,0,61,19,0,34,4,90,78,0,39,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-29T00:00:00,LONG RIDGE POST-ACUTE CARE,STAMFORD,39,63,70,0,35,23,120,76,0,25,0,5,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-01T00:00:00,VALERIE MANOR,TORRINGTON,39,70,26,0,47,20,151,124,0,8,0,5,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-01T00:00:00,VILLAGE CREST CENTER FOR HEALTH & REHABILITATION,NEW MILFORD,11,64,25,0,22,13,95,68,0,20,0,9,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-06T00:00:00,WEST RIVER REHAB CENTER,MILFORD,24,46,14,2,36,24,120,91,0,8,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-03-14T00:00:00,THE RESERVOIR,WEST HARTFORD,11,50,13,0,31,6,75,39,0,22,0,5,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-14T00:00:00,MILLER MEMORIAL COMMUNITY,MERIDEN,0,0,0,2,4,0,90,68,1,2,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,BRIDE BROOK HEALTH & REHABILITATION CENTER,NIANTIC,0,102,0,1,38,27,130,97,0,35,0,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-27T00:00:00,LUTHERAN HOME OF SOUTHBURY INC,SOUTHBURY,7,58,10,3,49,18,120,103,0,34,0,22,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-25T00:00:00,DAVIS PLACE,DANIELSON,0,0,5,2,13,0,190,150,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-31T00:00:00,BEL AIR MANOR,NEWINGTON,0,1,8,1,9,2,71,55,0,1,0,5,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-20T00:00:00,MEADOW RIDGE,WEST REDDING,13,10,0,0,35,7,62,47,0,12,0,2,0,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y
2020-09-13T00:00:00,LEDGECREST HEALTH CARE,KENSINGTON,5,23,1,0,13,5,55,37,0,2,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-28T00:00:00,BRANFORD HILLS HEALTHCARE CTR,BRANFORD,6,28,3,0,19,7,120,81,0,15,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-10T00:00:00,NOBLE HORIZONS,SALISBURY,0,0,0,0,9,0,91,64,1,10,0,17,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-31T00:00:00,TOUCHPOINTS AT CHESTNUT,EAST WINDSOR,0,0,0,0,0,0,60,53,0,3,0,7,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-19T00:00:00,REGALCARE AT WATERBURY,WATERBURY,4,56,21,0,27,13,120,90,0,22,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-13T00:00:00,REGALCARE AT WATERBURY,WATERBURY,4,58,21,0,32,13,120,106,1,27,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-30T00:00:00,SOUTHINGTON CARE CENTER,SOUTHINGTON,14,59,12,3,19,9,130,99,0,31,0,9,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-31T00:00:00,WATERBURY GARDENS NURSING AND REHAB,WATERBURY,3,16,2,0,3,12,150,86,2,22,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-15T00:00:00,WOLCOTT VIEW MANOR,WOLCOTT,2,0,24,0,17,0,129,79,0,1,0,20,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-29T00:00:00,GROTON REGENCY CENTER,GROTON,6,24,12,0,21,0,162,119,1,16,0,22,0,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y
2021-01-10T00:00:00,BEL AIR MANOR,NEWINGTON,0,25,12,0,14,6,71,53,7,26,0,10,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-13T00:00:00,WATROUS NURSING CENTER,MADISON,0,7,1,0,0,0,45,23,2,3,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2020-09-20T00:00:00,APPLE REHAB COCCOMO,MERIDEN,7,48,7,0,27,9,100,83,0,14,0,8,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-08T00:00:00,FAIRVIEW,GROTON,2,62,0,4,25,7,120,77,0,19,0,1,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-31T00:00:00,JEFFERSON HOUSE,NEWINGTON,0,30,2,0,8,8,104,68,3,22,1,14,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-22T00:00:00,GOLDEN HILL REHAB PAVILION,MILFORD,28,0,3,0,19,19,120,92,1,22,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
